id_siswa,durasi_klik,waktu_modul,ulang_video,skor_kuis,login_frekuensi
S-1283,299.39,13.54,1,39.52,3
S-1284,963.92,43.70,1,94.38,5
S-1285,254.09,19.78,1,42.40,1
S-1286,2224.57,59.24,3,47.06,5
S-1287,2407.72,120.34,9,62.46,7
S-1288,2409.07,77.97,4,85.37,4
S-1289,314.17,12.53,1,25.78,2
S-1290,3724.55,81.02,3,75.35,6
S-1291,351.82,15.71,1,45.05,2
S-1292,2383.56,79.69,3,65.28,4
S-1293,434.11,8.52,1,31.24,1
S-1294,50.00,15.90,1,36.32,2
S-1295,2352.26,77.28,4,79.08,5
S-1296,229.51,22.10,0,52.79,2
S-1297,297995.74,19.44,0,31.16,0
S-1298,1549.45,31.13,1,84.87,4
S-1299,3181.93,96.59,8,83.55,4
S-1300,237.63,20.46,1,34.32,1
S-1301,284.09,15.13,,46.38,1
S-1302,2461.33,146.19,4,69.68,4
S-1303,1237.33,56.00,2,86.27,3
S-1304,1222.73,48.03,0,100.00,4
S-1305,2821.83,88.77,10,70.66,6
S-1306,89.37,12.30,0,65.40,2
S-1307,2784.74,112.02,6,68.10,5
S-1308,2101.39,91.20,4,58.38,7
S-1309,1965.78,-110.66,7,62.08,4
S-1310,70.52,9.62,1,36.06,1
S-1311,306.67,15.73,1,67.03,1
S-1312,120679.20,19.96,,37.91,0
S-1313,393.21,17.72,0,57.77,0
S-1314,323.53,21.17,0,34.18,1
S-1315,855.37,39.39,0,91.82,4
S-1316,2761298.93,117.82,4,65.96,6
S-1317,382977.57,18.56,0,35.37,1
S-1318,3808261.05,89.87,6,73.23,4
S-1319,2170.94,96.42,5,53.83,7
S-1320,2607.07,99.10,5,78.79,4
S-1321,1326.89,53.62,,77.04,4
S-1322,2115.67,-107.49,,68.01,4
S-1323,2481195.52,110.71,2,57.99,5
S-1324,2054.28,83.89,6,62.91,5
S-1325,430.51,18.15,0,10.00,1
S-1326,2196.44,100.37,5,72.23,5
S-1327,962.48,39.74,,100.00,4
S-1328,1335650.67,43.10,0,84.69,4
S-1329,1162.38,69.57,2,73.66,3
S-1330,270.81,9.64,1,54.16,3
S-1331,360.41,20.87,0,24.44,2
S-1332,1887.73,96.64,6,35.34,4
S-1333,282.50,12.92,1,55.68,3
S-1334,365.63,11.99,1,16.86,2
S-1335,1969.81,121.01,5,79.76,6
S-1336,1515.31,62.37,,85.44,4
S-1337,2793.69,81.11,,61.11,4
S-1338,2933.76,58.97,2,40.34,6
S-1339,2282.98,123.51,3,85.74,5
S-1340,1086.22,62.13,2,84.11,3
S-1341,880.92,57.25,0,90.39,4
S-1342,2654728.41,89.50,5,100.00,4
S-1343,3643.96,87.10,7,71.17,6
S-1344,522.98,10.20,2,10.00,0
S-1345,985.27,66.66,0,92.59,6
S-1346,3186.41,-94.96,,100.00,4
S-1347,2583.82,114.16,5,76.48,4
S-1348,1201.32,50.89,2,96.33,2
S-1349,170.44,8.03,1,40.01,0
S-1350,2199.15,67.00,,76.81,3
S-1351,309.19,14.86,0,37.30,1
S-1352,1159074.17,55.73,1,100.00,6
S-1353,2528.39,55.93,7,67.40,3
S-1354,247.78,12.38,1,44.03,2
S-1355,4090.42,-103.52,8,57.10,6
S-1356,237351.50,24.67,1,39.58,2
S-1357,2318.79,92.44,6,71.77,5
S-1358,1235.10,46.82,1,100.00,2
S-1359,445.72,11.04,1,35.68,0
S-1360,2986.83,120.28,3,97.74,5
S-1361,2845.46,68.26,7,49.51,5
S-1362,2937.84,127.37,4,67.07,6
S-1363,2806.39,62.97,9,52.88,4
S-1364,1031.88,36.82,3,98.71,5
S-1365,2804.40,100.17,4,95.24,4
S-1366,1411.80,37.77,2,86.39,5
S-1367,1340.68,54.30,2,75.91,5
S-1368,2681.16,85.99,6,64.46,4
S-1369,205.62,7.36,1,56.46,0
S-1370,2570.82,67.44,2,67.99,5
S-1371,1303730.10,34.68,0,77.99,4
S-1372,2441.82,78.24,8,66.96,4
S-1373,2762.07,77.27,5,62.77,6
S-1374,373.23,16.36,,15.59,0
S-1375,1853.76,58.93,0,80.98,4
S-1376,1401.83,107.32,5,50.51,5
S-1377,292.31,23.37,1,69.44,0
S-1378,234.33,12.76,0,22.15,1
S-1379,305.51,5.00,0,67.08,0
S-1380,606.36,39.11,,100.00,5
S-1381,155.45,16.63,0,33.30,0
S-1382,948.14,-33.99,2,100.00,5
S-1383,1608.55,44.46,1,96.29,4
S-1384,2151212.31,93.90,7,80.11,5
S-1385,2706.78,121.33,8,81.00,4
S-1386,2349.53,92.43,8,60.23,5
S-1387,284.86,11.50,1,19.33,2
S-1388,2230.30,115.78,6,54.57,3
S-1389,3305.94,82.77,9,81.68,4
S-1390,1557.49,57.24,0,83.81,4
S-1391,430.54,5.65,0,23.24,1
S-1392,221.83,16.45,0,48.27,2
S-1393,958.24,61.65,1,95.39,3
S-1394,2865.01,96.04,2,81.45,4
S-1395,3011.49,95.36,4,62.78,4
S-1396,333.83,16.91,1,29.79,3
S-1397,239.87,9.19,0,43.63,0
S-1398,1092.74,44.76,1,85.22,4
S-1399,338.20,21.56,1,50.57,0
S-1400,384.55,8.95,1,40.93,1
S-1401,1721.26,-101.61,3,67.85,5
S-1402,3086.05,100.92,7,100.00,5
S-1403,758.16,42.31,3,99.64,4
S-1404,2848.49,94.61,4,73.04,5
S-1405,1447.01,55.43,0,89.00,5
S-1406,2270.38,90.04,4,80.84,7
S-1407,984.96,46.19,,92.01,5
S-1408,154416.25,8.67,0,20.68,1
S-1409,2892.59,54.67,5,80.68,4
S-1410,1504.67,34.39,0,100.00,4
S-1411,547.57,50.95,0,84.05,3
S-1412,1025.82,34.64,0,96.51,3
S-1413,246.05,14.36,0,46.01,0
S-1414,1234010.17,53.91,0,86.14,4
S-1415,2731.41,105.29,6,66.65,5
S-1416,211.64,17.17,,48.03,2
S-1417,360.84,20.50,1,27.70,2
S-1418,3011732.21,98.65,3,49.84,7
S-1419,368.16,14.36,0,52.74,2
S-1420,2527.07,80.71,,50.97,5
S-1421,792.25,30.00,2,84.70,6
S-1422,102.47,20.79,1,52.64,2
S-1423,1271.79,34.07,0,95.42,3
S-1424,1318.58,37.59,1,100.00,3
S-1425,191.65,9.22,0,58.90,1
S-1426,2680.90,81.88,2,61.06,5
S-1427,2902.23,105.90,5,73.37,5
S-1428,2926.38,64.39,6,48.74,3
S-1429,1315.86,38.37,1,100.00,3
S-1430,1584.54,49.18,1,87.62,4
S-1431,2232.92,81.46,3,46.84,5
S-1432,1164.61,62.24,1,87.07,5
S-1433,1612.23,102.72,5,61.08,6
S-1434,318.52,6.56,1,30.94,2
S-1435,2585957.83,87.14,6,67.25,4
S-1436,1613.02,49.24,2,85.53,5
S-1437,1925.67,74.80,,98.33,5
S-1438,1364225.85,44.67,1,82.50,4
S-1439,3306.52,58.25,6,64.77,6
S-1440,2046.43,71.89,8,69.42,4
S-1441,2401.87,-77.09,5,37.42,6
S-1442,178.60,16.12,1,29.14,0
S-1443,56.63,26.19,1,47.29,0
S-1444,2115.63,84.43,10,71.70,4
S-1445,2677201.38,100.95,7,64.23,6
S-1446,187.83,13.79,1,21.81,0
S-1447,1729.85,89.82,8,75.60,5
S-1448,238.19,10.55,1,42.28,0
S-1449,764.86,52.09,0,92.41,4
S-1450,2998.83,69.94,2,46.93,4
S-1451,1508756.23,51.87,,86.81,5
S-1452,2947.20,90.03,3,79.96,7
S-1453,1462.62,41.02,1,83.08,4
S-1454,118.52,21.94,1,46.86,2
S-1455,2247.61,-82.54,5,87.50,3
S-1456,187.64,19.32,0,47.18,0
S-1457,1234.72,44.24,1,90.56,4
S-1458,2871.86,90.33,4,65.44,5
S-1459,2522.58,56.65,7,89.06,6
S-1460,399.49,14.18,1,35.42,3
S-1461,2029.04,81.18,4,57.58,6
S-1462,2190.62,77.95,4,56.15,4
S-1463,2017.23,128.71,2,78.58,5
S-1464,1635.72,30.00,0,89.68,4
S-1465,207.64,14.52,0,37.91,0
S-1466,2875.07,76.95,7,74.28,5
S-1467,340.39,17.61,0,59.51,1
S-1468,1554.04,62.40,5,68.23,5
S-1469,2977.03,79.25,,65.43,7
S-1470,1015.07,44.96,1,100.00,3
S-1471,2569.29,112.43,5,90.43,6
S-1472,2598.63,101.24,4,63.20,6
S-1473,298.92,19.62,0,57.14,1
S-1474,3150.48,122.56,6,71.82,3
S-1475,2339.45,-122.64,7,62.40,7
S-1476,801821.61,59.93,1,87.59,3
S-1477,2189.02,105.83,2,34.28,7
S-1478,1100.05,32.96,0,90.71,5
S-1479,2651.93,131.16,7,66.79,5
S-1480,1770.09,113.77,,57.98,4
S-1481,1107.44,52.92,2,80.74,5
S-1482,237.15,19.48,0,35.36,0
S-1483,3220.11,88.20,7,44.97,4
S-1484,969.57,44.72,2,81.63,5
S-1485,2304.06,109.99,7,78.15,5
S-1486,1705.23,112.52,9,75.19,4
S-1487,3104.62,82.42,3,69.64,5
S-1488,1681.72,30.00,0,91.55,3
S-1489,2655.39,116.48,4,86.14,4
S-1490,1102.43,49.54,1,98.81,5
S-1491,155.52,9.12,0,50.28,3
S-1492,1331.96,-49.35,2,94.59,6
S-1493,2214.33,124.95,,74.74,4
S-1494,947195.90,39.37,1,96.83,5
S-1495,282.84,19.20,0,32.91,1
S-1496,2718.64,79.40,4,60.34,4
S-1497,2469.47,103.55,4,80.55,4
S-1498,1241.80,51.27,2,89.44,4
S-1499,1317.03,30.00,,91.74,6
S-1500,1298.39,45.73,0,86.21,3
